0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
0.464498434356191;-0.508010219987085;0.5180745168959466;0.37120936489903933;-1.0645130716046776;-2.817476287389837;-0.5723042577931293;0.5675262099412269;0.5651879787650785;-3.800978208290223;0.5653820673423211;-0.271713692374076;-0.938877964351723;-1.1754556848743383;-0.6539274639217686;0.14012224397723222;-1.1818087203350374;-1.0446576915998442;0.40169815467282133;-0.913446324017987;-1.5352224270456827;-0.6970113033925059;-1.472187692929854;0.8545048600335139;-1.041682180091991;-0.43115197016618556
0.013686681459055517;-1.2769722559719565;-0.31898230294500984;-3.7496318396467814;-0.4752603350680221;-3.5530723165292386;0.5827133789612785;-1.9778200651911897;0.3263267302065782;-4.453934365961833;-0.1622919091364202;-0.2775549306748268;-3.350681478482427;-1.370303254344242;1.3044338282587389;-0.019766269187149892;-1.5235114307871278;1.4540708937718043;-0.8313857402195203;0.081334083017828;-2.1951719710249935;-0.12290499576032193;0.9903731599447141;-0.677662465192667;-0.9786833867556166;-1.4907906885875708
0.40624383416772814;-0.15878321329659537;-1.4330956133860362;-0.7610121276093965;-0.6747436627825151;-2.8705011020660214;-1.8279854861934386;-0.4993931663008539;0.03904335714514006;-3.3100112756748734;0.3575746286816736;-0.8933534732894352;0.8739886736879006;-0.8410537110392728;0.3453485940231015;0.10711065100764885;-0.720897942693369;0.1961494185896917;-0.2649984266207362;-0.6425318669693171;1.1987406966792677;-1.2393237048105235;0.3490403890186948;-0.22237246918299353;-0.8469821090972696;-0.6779997445857416
-1.0660374087694944;-0.9198838788648082;-1.3322318278685117;-1.7557853324483146;-0.6331061211205015;-2.3265525903069326;0.08740667955861084;-0.920967158543625;0.11405638944042555;-5.111375261671882;-0.04944159596795622;-1.0704144200490013;0.20098711777471373;-0.4603446067821494;-1.0290113545335007;-0.9203719003096669;-0.6996276444721979;0.19879426015643942;-0.7285441839730226;0.4036399455415628;-1.455553550527808;-0.7200099368253807;0.3205756579044466;-0.32780735323217786;-0.857572272273729;-0.20699851984381895
-0.7451885821460918;-0.8262613806722046;-0.20081387663599515;-1.1523924033487623;0.2812707494342108;-1.502673536374032;-0.3111168567015933;-0.6904121691845733;-1.0601155863606782;-2.4546581190125814;-0.2795145884365216;-0.5722724325788523;-0.37734923582028856;-1.0208734274220352;2.380608876693291;-0.42465910666773193;0.5065789248778483;-0.6157244465250843;-0.5413403032974929;-0.5153304755071976;-1.3955410749433592;0.4413771820775471;0.19097939668510053;0.7390565512151109;-0.8698502597600763;-0.28614920023978485
-1.0885673695120701;0.3399128178977868;0.3663362355525361;-1.0739776051052279;0.2070480184121469;-0.27870117029055663;-0.6149419085192884;0.04762528046700357;0.020404245494484056;0.24350905285277163;0.5403169036811214;0.1619767908079072;-0.704423285490419;0.8957912102431462;0.9576142801514194;-0.8219371711545773;-0.07218985489393305;-0.5006718521395767;-0.18844302470001903;0.014573291321725312;1.5142407212988567;0.10077890665071135;-0.7442396301995943;-0.6445239154263753;0.04586223493843315;-0.0914733588065966
-0.5119025597056547;-0.4052302745247047;0.9430300781684751;0.0899087221201828;-0.4372030571996231;0.44159187844267545;-0.5416757077629539;0.15462628123162656;-2.373525855631839;-0.9994973661501763;0.254478607210766;-0.893373775945472;2.41469239530251;0.7121657433157695;-1.5100361491643566;1.013535171646547;-0.13795712671794658;-1.3548723748509794;-0.7385162521029164;0.17291368181527073;1.498797831018545;-0.1555798520890515;-1.4279329374024128;-1.1299254007491748;-0.7761168608391099;-0.008911943297113917
0.15595328004731743;-0.7739169744048745;-0.4928461828635834;-1.8312834374567495;-0.49303006529522586;-0.6372436893786837;0.5029502054441711;0.023114443715349004;-0.7010153365146373;-0.22345455442017137;-0.18457648404651752;0.453359580802531;-0.19815284326297933;-0.5216625217355266;0.44678642998760054;-0.8354271362787822;-0.2719051919279928;0.3495430997441108;-0.25388456290909656;0.5486684482280949;-0.6306282388958251;0.6301703370421072;-0.08747791252813826;0.6032313820751897;-0.10609132633883801;-0.7530823293795275
-1.2066091412708202;-1.6652806680391679;-0.9610788248996792;-2.5975927217542774;-0.2742146869286092;-2.77873781514117;-0.43812396803083586;-2.351210683696305;-1.9139413211450258;-5.7140074862707015;-0.4689139519033851;-1.6480435300094534;0.06784357657232935;0.3087777444569878;0.09460840911459413;-0.05659286487052409;-1.4968456854286174;-0.38836666848234946;0.2608526950072065;-1.9815082140034834;-0.9745229532399542;-0.012033597009420537;-1.468727211386177;0.39728382033996285;-0.27495108171458044;-1.4500484874952555
-0.02025223128660814;0.09879378435144821;-0.4528541984083478;-1.671512800665364;0.5291618459472712;0.8681920450353;-0.9469716978992813;-0.3736957084157425;-0.44397291475263323;0.48991462413010756;0.756570352060605;-0.9339734342179666;-1.6581246132911962;-0.3234961562817641;-1.6032064110151807;-0.44665532941092834;-0.6638949603914894;1.604641198462189;-0.5116390764385392;0.8219472028474905;1.993813304670894;-1.0022446738775541;-1.0831918611477807;1.5397991326617957;0.14620980991650817;-1.121958371976047
