0;1;2;3;4;5;6;7;8;9
1.0158678415499993;-0.05677025605000144;0.27579816295000215;-0.12240903684999954;0.1561867147499993;-1.179669613949998;-0.385719284150001;0.4839039233499994;-0.1394470883500002;-0.032604503600002235
-0.09655395963000005;-0.2763594995900038;0.7291392202999969;-0.5226278444799977;-0.7081234706799935;0.22640053373999863;-0.20740464530000063;0.9314100063999977;0.10252746697000002;-0.15800562853000008
0.25563701069999456;-0.11016709549999804;0.06830825260000002;-0.3328909463999972;0.0391196331000061;0.5970374891000022;-1.188747425500004;0.32442470630000697;0.28701525260000044;-0.08048491619999815
-0.44727638202000236;1.0523059412600053;0.17748015522999744;0.394469142640001;-0.6732134019200002;2.4735860332500126;0.6422227753300049;-1.608646397670002;0.5101296142400125;-0.9633469347200069
-0.18900408719999962;-0.9451946139999997;-0.20445127160000284;0.5195785362999975;1.3618803202999996;-1.6690306739000058;-0.14876398159999527;2.2510782176000017;0.11296662669999998;0.4748451310000005
-0.0020736588099982394;-0.01649346301000021;-0.04370129380000098;-0.043608208230009035;1.7093289835200205;0.37182305244999725;-0.2320912033399944;-0.13524815843999974;-0.4528037545500071;-0.0672534051399937
-0.6559710413000024;1.3725736889000035;-0.05631755009999864;-0.006892689300000983;-2.0766610380000006;2.5080485177999985;0.2638606951000023;-2.0397131710999967;0.46975309489999817;-0.6626201093000004
-0.9141262361400001;0.5961093424400025;-0.019463108619999708;-0.32563574337000045;-0.8605446984000001;2.701124289539994;0.5507879347900004;-1.0578140625799992;0.4141937499199986;0.29225570878000423
0.09867115129999782;-0.6329942906000008;-0.8578464920000068;-0.05573497259999985;0.42702207930000635;-1.014628553199997;-0.9985886790000025;2.0222003874999945;-0.5657393635000042;0.050246745300000284
-0.033804383609996616;-0.05574312456000771;-0.04444925856999927;-0.11431278356999663;-0.23128941685000534;-0.1526500840999956;-0.15327658076999884;-0.1419945368300002;1.3778145204699959;-0.05597386761000274
-0.09040737810000016;-0.03749842210000084;-0.7589371460000058;0.9812868943000036;-1.1556372805999986;0.23810538760000763;0.34872672130000076;-1.0986023481000045;-0.7774948320999987;-0.5089345448999962
-0.02677501322000235;-0.037439397619999384;1.0698826214199997;-0.017817207669996473;-0.019092802760003705;-0.025729960739999804;-0.009747238220000658;-0.07989394024999803;-0.12052030154999588;-0.03572497291000091
1.1976761659499966;-0.46190585088999725;-0.005059461709994399;-0.4907294704400032;-0.5495837213700014;0.4557008822300071;-0.8168154167699886;-0.42281197094998996;-0.004286107539998865;0.551131025419986
-0.024063107830000628;-0.03713362937999327;-0.009187522669997474;-0.029471013269999617;-0.13955888388999513;0.20316333030999778;1.0574393979199965;-0.08249107173000395;-0.07650975753999997;-0.013100175450006225
-0.1425805245299988;0.8320833918999989;0.4308264459499927;-0.19820696693999862;-0.004291053490006389;-0.3920277183599962;-0.6340981980199926;0.11094639777999811;0.0638387167899982;-0.4477482956600016
-0.8328465073999991;0.5171190482000012;0.17617556670000104;0.18557084740000035;-0.0016107105000060622;0.1453446406999997;-0.2825210066999994;-0.4347315292000001;-0.426401794700001;0.23488087229999866
-0.0770991744400076;-0.026073628260000748;-0.02912573919999978;1.1954627179599897;-0.059457523400000246;-0.0731335363100046;-0.10316879475999337;-0.13387706423;-0.21518105213000163;-0.11199118786000103
1.0212998411499987;1.0505329942800246;-0.6346426722200147;0.32908604410999737;-0.7561320825700018;0.7197759199500069;-0.055318315479998964;0.2680647698799988;0.38402326488000027;-0.17931612455000207
-0.8462737109399961;-0.3123627007200027;-0.7580706282700015;1.1079704950699938;0.4336540955899971;0.03245790440000019;-0.6495128940599999;-0.1414305378999992;0.28428723373999915;0.6677532736399964
-0.022998615820008277;1.1707068091100117;-0.10554653037000161;-0.03523425180999853;-0.030206442510003085;-0.04602644156000484;-0.09875201588000042;-0.057064667890003404;-0.1396018938299998;-0.051694579740002106
0.689569568870008;0.6592034489300005;-0.6055253524399945;-0.04416387717000027;-0.3159456677500037;0.6680301182799967;0.5461695775500013;0.7050288494299953;-0.5284969681100078;-0.22063912417000006
-0.0050396039500041415;-0.007420269889996413;-0.16165147080999748;-0.18051422012000004;-0.2612948562400057;-0.14343564292999475;-0.2983982475399916;2.1207313229100055;-0.17632323344000728;-0.17732132483000534
1.0455602800500077;-0.044425793529999424;-0.03912040500000152;-0.0632238523600018;-0.06523461078999931;-0.07813728611999882;-0.08658306916000019;-0.09743579495000224;-0.10868973237999864;-0.0936035725600053
0.37479309529000054;0.9486935567299996;-0.6447171904000086;-0.23520677508000187;0.08563856665999822;0.4144323204700028;-0.5119891784699989;-0.12688452340000334;-0.4051097885800009;-0.17296810331000506
0.012187855569999665;-0.05573055535999661;-0.020637129319999312;-0.5507854462000035;-1.1888904178199995;-0.11759935766999453;0.151776802870011;0.45935622801000037;0.25414125031999857;-0.3974325322500044
